ma_uc,stt,ma_phan_he,phan_he,ten_uc,actor_chinh,actor_phu,bi_danh,bmt,so_trans,do_phuc_tap,la_tu_dong,pham_vi,trang_thai,nhom_excel,ghi_chu
UC-0618,618,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu đề nghị điều chỉnh,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0619,619,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Hệ thống tự động lập đề nghị điều chỉnh theo tệp điều chỉnh mà đơn vị gửi,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0620,620,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu danh sách thông tin điều chỉnh,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0621,621,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Xác nhận đề nghị điều chỉnh hợp lệ,LĐ-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0622,622,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Từ chối tiếp nhận đề nghị điều chỉnh,LĐ-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0623,623,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Phân công cán bộ xử lý đề nghị điều chỉnh của đơn vị,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0624,624,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Thiết lập tiêu chí phân công cán bộ xử lý tệp điều chỉnh,QTHT,,,B,4,Trung bình,,,,,
UC-0625,625,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông tin phân công cán bộ xử lý tệp điều chỉnh,QTHT,,,B,3,Đơn giản,,,,,
UC-0626,626,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra đề nghị điều chỉnh,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0627,627,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Từ chối đề nghị điều chỉnh thuộc phân công của cán bộ,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0628,628,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Xác nhận tiếp nhận đề nghị điều chỉnh thuộc phân công của cán bộ,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0629,629,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Lập đề nghị kiểm tra dữ liệu điều chỉnh trường hợp - Tách mã CIC,CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0630,630,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Lập đề nghị kiểm tra dữ liệu điều chỉnh trường hợp - Gộp mã CIC,CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0631,631,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Lập đề nghị kiểm tra dữ liệu điều chỉnh trường hợp - Đổi mã KH,CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0632,632,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Lập đề nghị kiểm tra dữ liệu điều chỉnh trường hợp - Điều chỉnh hồ sơ lỗi, có nghi ngờ cần xem xét",CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0633,633,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Lập đề nghị kiểm tra dữ liệu điều chỉnh trường hợp - Đổi mã Chi nhánh, mã TCTD",CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0634,634,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Lập đề nghị kiểm tra dữ liệu điều chỉnh trường hợp - Điều chỉnh dữ liệu khác theo các tình huống nghiệp vụ phát sinh,CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0635,635,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu đề nghị kiểm tra dữ liệu điều chỉnh,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0636,636,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Đề xuất hướng xử lý đề nghị điều chỉnh trường hợp - Tách mã CIC,CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0637,637,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Đề xuất hướng xử lý đề nghị điều chỉnh trường hợp - Gộp mã CIC,CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0638,638,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Đề xuất hướng xử lý đề nghị điều chỉnh trường hợp - Đổi mã KH,CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0639,639,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Đề xuất hướng xử lý đề nghị điều chỉnh trường hợp - Điều chỉnh hồ sơ lỗi, có nghi ngờ cần xem xét",CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0640,640,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Đề xuất hướng xử lý đề nghị điều chỉnh trường hợp - Đổi mã Chi nhánh, mã TCTD",CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0641,641,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Đề xuất hướng xử lý đề nghị điều chỉnh trường hợp - Điều chỉnh dữ liệu khác theo các tình huống nghiệp vụ phát sinh,CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0642,642,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi lãnh đạo phòng nghiệp vụ kiểm tra đề nghị điều chỉnh trường hợp,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0643,643,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra nội dung đề nghị điều chỉnh trường hợp - Tách mã CIC,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0644,644,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra nội dung đề nghị điều chỉnh trường hợp - Gộp mã CIC,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0645,645,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra nội dung đề nghị điều chỉnh trường hợp - Đổi mã KH,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0646,646,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Kiểm tra nội dung đề nghị điều chỉnh trường hợp - Điều chỉnh hồ sơ lỗi, có nghi ngờ cần xem xét",LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0647,647,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Kiểm tra nội dung đề nghị điều chỉnh trường hợp - Đổi mã Chi nhánh, mã TCTD",LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0648,648,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra nội dung đề nghị điều chỉnh trường hợp - Điều chỉnh dữ liệu khác theo các tình huống nghiệp vụ phát sinh,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0649,649,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Từ chối gửi đề nghị điều chỉnh dữ liệu,LĐ-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0650,650,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Xác nhận gửi đề nghị trường hợp điều chỉnh dữ liệu,LĐ-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0651,651,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra đề nghị điều chỉnh dữ liệu trường hợp - Tách mã CIC,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0652,652,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra đề nghị điều chỉnh dữ liệu trường hợp - Gộp mã CIC,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0653,653,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra đề nghị điều chỉnh dữ liệu trường hợp - Đổi mã KH,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0654,654,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Kiểm tra đề nghị điều chỉnh dữ liệu trường hợp - Điều chỉnh hồ sơ lỗi, có nghi ngờ cần xem xét",LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0655,655,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Kiểm tra đề nghị điều chỉnh dữ liệu trường hợp - Đổi mã Chi nhánh, mã TCTD",LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0656,656,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra đề nghị điều chỉnh dữ liệu trường hợp - Điều chỉnh dữ liệu khác theo các tình huống nghiệp vụ phát sinh,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0657,657,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Từ chối đề nghị điều chỉnh dữ liệu trường hợp,LĐ-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0658,658,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Phê duyệt đề nghị điều chỉnh dữ liệu trường hợp,LĐ-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0659,659,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Phân công cán bộ xử lý đề nghị điều chỉnh cỉa phòng ban,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0660,660,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Lập phương án điều chỉnh đơn lẻ cho một đề nghị điều chỉnh dữ liệu,CB-KSDL,,,B,4,Trung bình,,,,,
UC-0661,661,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Lập nhiều phương án điều chỉnh cho cùng một đề nghị,Hệ thống,,,B,4,Trung bình,1,,,,
UC-0662,662,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu phương án điều chỉnh dữ liệu,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0663,663,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi phương án điều chỉnh dữ liệu,CB-KSDL,,,B,2,Đơn giản,,,,,
UC-0664,664,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Hệ thống kiểm tra nội dung điều chỉnh dữ liệu,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0665,665,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Hệ thống tự động từ chối phương án điều chỉnh dữ liệu,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0666,666,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Hệ thống tự động chuyển lãnh đạo phòng phê duyệt phương án,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0667,667,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra phương án điều chỉnh dữ liệu,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0668,668,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Từ chối phương án điều chỉnh dữ liệu,LĐ-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0669,669,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Phê duyệt phương án điều chỉnh dữ liệu,LĐ-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0670,670,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra nội dung điều chỉnh giữa phương án điều chỉnh và dữ liệu được điều chỉnh,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0671,671,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Từ chối nội dung điều chỉnh,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0672,672,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Xác nhận nội dung điều chỉnh,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0673,673,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Cập nhật dữ liệu sau khi điều chỉnh vào kho chuẩn,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0674,674,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Đăng ký CKS và thẩm quyền ký văn bản,ĐVGBC,,,B,4,Trung bình,,,,,
UC-0675,675,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông tin đăng ký CKS và thẩm quyền ký văn bản,ĐVGBC,,,B,3,Đơn giản,,,,,
UC-0676,676,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Gửi phê duyệt thông tin đăng ký CKS và thẩm quyền ký văn bản,ĐVGBC,,,B,3,Đơn giản,,,,,
UC-0677,677,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông tin đăng ký đăng ký thẩm quyền - Core,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0678,678,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Từ chối duyệt đăng ký CKS và thẩm quyền ký văn bản,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0679,679,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Phê duyệt thông tin đăng ký CKS và thẩm quyền ký văn bản,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0680,680,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra dữ liệu phục vụ tạo lập sản phẩm TTTD đối với - thông tin định danh khách hàng vay,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0681,681,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra dữ liệu phục vụ tạo lập sản phẩm TTTD đối với - thông tin về người có liên quan của khách hàng vay,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0682,682,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra dữ liệu phục vụ tạo lập sản phẩm TTTD đối với - thông tin tài chính khách hàng vay là doanh nghiệp,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0683,683,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra dữ liệu phục vụ tạo lập sản phẩm TTTD đối với - thông tin quan hệ tín dụng,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0684,684,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra dữ liệu phục vụ tạo lập sản phẩm TTTD đối với - thông tin thẻ tín dụng,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0685,685,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Kiểm tra dữ liệu phục vụ tạo lập sản phẩm TTTD đối với - thông tin thống kê tình hình giải ngân, trả nợ của khách hàng",CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0686,686,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra dữ liệu phục vụ tạo lập sản phẩm TTTD đối với - thông tin về biện pháp bảo đảm cấp tín dụng,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0687,687,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra dữ liệu phục vụ tạo lập sản phẩm TTTD đối với - thông tin mua và ủy thác mua trái phiếu doanh nghiệp (không bao gồm TCTD),CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0688,688,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra dữ liệu phục vụ tạo lập sản phẩm TTTD đối với - thông tin hoạt động xử lý nợ xấu nội bảng,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0689,689,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra dữ liệu phục vụ tạo lập sản phẩm TTTD đối với - thông tin dư nợ tại VAMC,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0690,690,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Kiểm tra dữ liệu phục vụ tạo lập sản phẩm TTTD đối với - Kết quả tự phân loại nợ,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0691,691,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Xác nhận sản phẩm đủ điều kiện tạo lập sản phẩm TTTD,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0692,692,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Thiết lập kênh kết nối với nguồn cung cấp tỷ giá tiền tệ,LĐ-TTXLDL,,,B,4,Trung bình,,,,,
UC-0693,693,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông tin thiết lập nguồn cung cấp tỷ giá tiền tệ,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0694,694,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Thiết lập lịch đồng bộ thông tin tỷ giá tiền tệ,LĐ-TTXLDL,,,B,4,Trung bình,,,,,
UC-0695,695,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu lịch đồng bộ thông tin tỷ giá tiền tệ,LĐ-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0696,696,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Đồng bộ tỷ giá tiền tệ,Hệ thống,,,B,3,Đơn giản,1,,,,
UC-0697,697,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Quản lý thông tin tỷ giá tiền tệ,CB-TTXLDL,,,B,4,Trung bình,,,,,
UC-0698,698,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông tin tỷ giá tiền tệ,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0699,699,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông tin tỷ giá tiền tệ giữa các nguồn,CB-TTXLDL,,,B,3,Đơn giản,,,,,
UC-0700,700,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Từ chối thông tin tỷ giá tiền tệ,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0701,701,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Xác nhận thông tin tỷ giá tiền tệ,CB-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0702,702,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Phê duyệt thông tin tỷ giá tiền tệ,LĐ-TTXLDL,,,B,2,Đơn giản,,,,,
UC-0703,703,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Quản lý thông tin về danh mục file cần gửi của TCTD,QTHT,,,B,4,Trung bình,,,,,
UC-0704,704,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông tin về danh mục file cần gửi của TCTD,QTHT,,,B,3,Đơn giản,,,,,
UC-0705,705,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Hiệu lực/Hết hiệu lực danh mục file cần gửi của TCTD,QTHT,,,B,3,Đơn giản,,,,,
UC-0706,706,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,"Thực hiện tổng hợp, đối soát file nhận/gửi của TCTD",QTHT,,,B,4,Trung bình,,,,,
UC-0707,707,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông tin đối soát về thông tin tuân thủ thời gian file nhận/gửi của TCTD,QTHT,,,B,3,Đơn giản,,,,,
UC-0708,708,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu thông tin đối soát về thông tin số lượng file nhận/gửi theo uy định của TCTD,QTHT,,,B,3,Đơn giản,,,,,
UC-0709,709,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Hệ thống tự động gửi mail kết quả đối soát có sai lệch đến TCTD,QTHT,,,B,2,Đơn giản,,,,,
UC-0710,710,XLDL,THU THẬP XỬ LÝ DỮ LIỆU,Tra cứu email kết quả đối soát có sai lệch đến TCTD,QTHT,,,B,3,Đơn giản,,,,,
UC-0711,711,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm soát chất lượng dữ liệu - thông tin định danh khách hàng vay,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0712,712,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm soát chất lượng dữ liệu - thông tin về người có liên quan của khách hàng vay,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0713,713,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm soát chất lượng dữ liệu - thông tin tài chính khách hàng vay là doanh nghiệp,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0714,714,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm soát chất lượng dữ liệu - thông tin quan hệ tín dụng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0715,715,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm soát chất lượng dữ liệu - thông tin thẻ tín dụng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0716,716,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,"Kiểm soát chất lượng dữ liệu - thông tin thống kê tình hình giải ngân, trả nợ của khách hàng",Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0717,717,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm soát chất lượng dữ liệu - thông tin về biện pháp bảo đảm cấp tín dụng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0718,718,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm soát chất lượng dữ liệu - thông tin mua và ủy thác mua trái phiếu doanh nghiệp (không bao gồm TCTD),Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0719,719,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm soát chất lượng dữ liệu - thông tin hoạt động xử lý nợ xấu nội bảng,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0720,720,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm soát chất lượng dữ liệu - thông tin dư nợ tại VAMC,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0721,721,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm soát chất lượng dữ liệu - Kết quả tự phân loại nợ,Hệ thống,,,B,2,Đơn giản,1,,,,
UC-0722,722,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Thiết lập nguyên tắc tự động kiểm soát chất lượng dữ liệu,CB-KSDL/QTHT (gọi chung là người dùng),,,B,4,Trung bình,,,,,
UC-0723,723,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Tra cứu nguyên tắc tự động kiểm soát chất lượng dư liệu,CB-KSDL/QTHT (gọi chung là người dùng),,,B,3,Đơn giản,,,,,
UC-0724,724,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Tra cứu dữ liệu nghi ngờ - thông tin định danh khách hàng vay,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0725,725,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Tra cứu dữ liệu nghi ngờ - thông tin về người có liên quan của khách hàng vay,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0726,726,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Tra cứu dữ liệu nghi ngờ - thông tin tài chính khách hàng vay là doanh nghiệp,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0727,727,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Tra cứu dữ liệu nghi ngờ - thông tin quan hệ tín dụng,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0728,728,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Tra cứu dữ liệu nghi ngờ - thông tin thẻ tín dụng,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0729,729,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,"Tra cứu dữ liệu nghi ngờ - thông tin thống kê tình hình giải ngân, trả nợ của khách hàng",CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0730,730,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Tra cứu dữ liệu nghi ngờ - thông tin về biện pháp bảo đảm cấp tín dụng,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0731,731,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Tra cứu dữ liệu nghi ngờ - thông tin mua và ủy thác mua trái phiếu doanh nghiệp (không bao gồm TCTD),CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0732,732,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Tra cứu dữ liệu nghi ngờ - thông tin hoạt động xử lý nợ xấu nội bảng,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0733,733,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Tra cứu dữ liệu nghi ngờ - thông tin dư nợ tại VAMC,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0734,734,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Tra cứu dữ liệu nghi ngờ - Kết quả tự phân loại nợ,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0735,735,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Chuyển xem xét dữ liệu có nghi ngờ,CB-KSDL,,,B,2,Đơn giản,,,,,
UC-0736,736,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Xác nhận dữ liệu hợp lệ sau kiểm soát,CB-KSDL,,,B,2,Đơn giản,,,,,
UC-0737,737,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm tra dữ liệu sau kiểm soát có nghi ngờ sai sót - thông tin định danh khách hàng vay,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0738,738,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm tra dữ liệu sau kiểm soát có nghi ngờ sai sót - thông tin về người có liên quan của khách hàng vay,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0739,739,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm tra dữ liệu sau kiểm soát có nghi ngờ sai sót - thông tin tài chính khách hàng vay là doanh nghiệp,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0740,740,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm tra dữ liệu sau kiểm soát có nghi ngờ sai sót - thông tin quan hệ tín dụng,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0741,741,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,Kiểm tra dữ liệu sau kiểm soát có nghi ngờ sai sót - thông tin thẻ tín dụng,CB-KSDL,,,B,3,Đơn giản,,,,,
UC-0742,742,KSDL,KIỂM SOÁT VÀ QUẢN TRỊ CƠ SỞ DỮ LIỆU,"Kiểm tra dữ liệu sau kiểm soát có nghi ngờ sai sót - thông tin thống kê tình hình giải ngân, trả nợ của khách hàng",CB-KSDL,,,B,3,Đơn giản,,,,,
